channelGrouping,city,metro,visitNumber,browser,operatingSystem,isMobile,deviceCategory,campaign,source,medium,hits,pageviews,bounces,newVisits,transactionRevenue,month,quarterMonth,day,weekday,time_range
6,295,52,2,5,9,False,0,0,48,6,5,5,0,0,0.0,9,2,10,40,0
6,295,52,1,5,6,False,0,0,48,6,6,5,0,1,0.0,9,2,10,40,4
4,182,32,1,18,11,True,1,0,23,5,6,5,0,1,0.0,9,2,10,40,4
4,148,26,1,5,1,True,1,0,23,5,8,7,0,1,0.0,9,2,10,40,0
4,231,45,1,18,6,False,0,0,23,5,9,7,0,1,0.0,9,2,10,40,0
4,227,43,1,5,9,False,0,0,23,5,15,13,0,1,0.0,9,2,10,40,4
2,295,52,3,5,1,True,1,0,0,0,16,15,0,0,0.0,9,2,10,40,4
4,295,52,1,5,6,False,0,0,23,5,17,11,0,1,0.0,9,2,10,40,2
4,227,43,2,5,9,False,0,0,23,5,193,138,0,0,0.09,9,2,10,40,2
7,295,52,1,8,9,False,0,0,75,6,1,1,1,1,0.0,10,1,2,62,3
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,1,2,62,4
6,295,52,2,5,9,False,0,0,66,6,1,1,1,0,0.0,10,1,2,62,0
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,1,2,62,0
7,41,0,1,15,9,False,0,0,75,6,1,1,1,1,0.0,10,1,2,62,4
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,1,2,62,2
7,295,52,1,5,1,True,1,0,75,6,1,1,1,1,0.0,10,1,2,62,3
7,295,52,1,7,9,False,0,0,75,6,1,1,1,1,0.0,10,1,2,62,4
2,250,0,1,5,6,False,0,0,0,0,1,1,1,1,0.0,10,1,2,62,0
2,295,52,4,18,11,True,1,0,0,0,1,1,1,0,0.0,10,1,2,62,4
4,148,26,1,18,11,True,1,0,23,5,1,1,1,1,0.0,10,1,2,62,0
4,211,0,1,5,9,False,0,0,23,5,2,2,0,1,0.0,10,1,2,62,2
7,83,0,1,5,9,False,0,0,75,6,3,3,0,1,0.0,10,1,2,62,4
4,169,0,1,5,9,False,0,0,23,5,3,3,0,1,0.0,10,1,2,62,0
4,295,52,1,5,9,False,0,0,23,5,3,3,0,1,0.0,10,1,2,62,3
7,271,0,1,5,6,False,0,0,75,6,6,5,0,1,0.0,10,1,2,62,4
4,295,52,2,5,9,False,0,0,23,5,6,5,0,0,0.0,10,1,2,62,4
2,0,0,1,5,1,True,1,0,0,0,9,6,0,1,0.0,10,1,2,62,0
4,295,52,1,5,6,False,0,0,23,5,10,9,0,1,0.0,10,1,2,62,1
4,0,0,1,5,1,True,1,0,9,5,1,1,1,1,0.0,9,2,9,39,0
6,172,45,176,5,6,False,0,0,48,6,1,1,1,0,0.0,9,2,9,39,0
4,0,0,1,5,9,False,0,0,23,5,2,2,0,1,0.0,9,2,9,39,1
4,295,52,1,5,9,False,0,0,23,5,3,3,0,1,0.0,9,2,9,39,0
1,295,52,1,9,9,False,0,4,3,2,5,5,0,1,0.0,9,2,9,39,3
4,295,52,1,18,11,True,2,0,23,5,6,5,0,1,0.0,9,2,9,39,0
4,295,52,1,8,9,False,0,0,23,5,6,5,0,1,0.0,9,2,9,39,2
6,48,4,4,5,6,False,0,0,48,6,13,11,0,0,26.49,9,2,9,39,4
6,231,45,3,5,6,False,0,0,48,6,14,13,0,0,0.0,9,2,9,39,0
4,295,52,1,5,6,False,0,0,23,5,14,12,0,1,0.0,9,2,9,39,4
6,195,45,1,5,6,False,0,0,48,6,26,20,0,1,67.54,9,2,9,39,0
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,2,9,39,4
7,295,52,1,5,1,True,1,0,75,6,1,1,1,1,0.0,9,2,9,39,3
7,230,45,1,19,11,True,2,0,45,6,1,1,1,1,0.0,9,2,9,39,2
7,273,0,2,5,9,False,0,0,75,6,2,2,0,0,0.0,9,2,9,39,3
7,12,49,1,5,9,False,0,0,75,6,5,3,0,1,0.0,9,2,9,39,1
7,19,0,1,8,9,False,0,0,75,6,5,4,0,1,0.0,9,2,9,39,1
2,0,0,1,5,5,False,0,0,0,0,1,1,1,1,0.0,9,2,9,39,1
6,182,32,3,5,5,False,0,0,48,6,1,1,1,0,0.0,9,2,9,39,3
2,295,52,5,5,1,True,1,0,0,0,1,1,1,0,0.0,9,2,9,39,3
4,295,52,2,5,6,False,0,0,23,5,1,1,1,0,0.0,9,2,9,39,1
2,0,0,1,5,6,False,0,0,0,0,1,1,1,1,0.0,9,2,9,39,1
2,0,0,1,5,9,False,0,0,0,0,6,6,0,1,0.0,9,2,9,39,1
4,257,45,1,5,3,False,0,0,23,5,1,1,1,1,0.0,9,2,9,39,3
4,231,45,4,5,6,False,0,0,23,5,1,1,1,0,0.0,9,2,9,39,0
4,295,52,4,5,1,True,1,0,23,5,1,1,1,0,0.0,9,2,9,39,4
4,172,45,1,5,5,False,0,0,23,5,4,4,0,1,0.0,9,2,9,39,3
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,9,2,9,39,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,2,9,39,4
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,9,2,9,39,0
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,9,2,9,39,3
7,295,52,1,5,1,True,1,0,75,6,1,1,1,1,0.0,9,2,9,39,3
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,9,2,9,39,3
7,0,0,1,5,1,True,1,0,75,6,1,1,1,1,0.0,9,2,9,39,3
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,2,9,39,3
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,2,9,39,0
7,112,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,9,2,9,39,0
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,9,2,9,39,1
4,295,52,1,8,5,False,0,0,23,5,1,1,1,1,0.0,12,2,11,132,1
4,295,52,1,8,6,False,0,0,23,5,1,1,1,1,0.0,12,2,11,132,3
4,230,45,1,18,11,True,2,0,23,5,1,1,1,1,0.0,12,2,11,132,3
4,295,52,1,5,3,False,0,0,23,5,1,1,1,1,0.0,12,2,11,132,3
6,172,45,3,5,6,False,0,0,48,6,1,1,1,0,0.0,12,2,11,132,4
4,271,0,1,5,6,False,0,0,23,5,1,1,1,1,0.0,12,2,11,132,0
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,12,2,11,132,0
4,295,52,1,8,9,False,0,0,23,5,2,2,0,1,0.0,12,2,11,132,4
4,295,52,1,5,6,False,0,0,23,5,3,3,0,1,0.0,12,2,11,132,4
4,295,52,1,18,11,True,2,0,23,5,4,3,0,1,0.0,12,2,11,132,2
6,172,45,2,5,6,False,0,0,48,6,5,4,0,0,0.0,12,2,11,132,1
5,295,52,2,5,11,True,2,6,23,3,8,5,0,0,0.0,12,2,11,132,4
4,295,52,2,5,9,False,0,0,23,5,8,8,0,0,0.0,12,2,11,132,1
4,169,0,1,5,9,False,0,0,23,5,11,9,0,1,0.0,12,2,11,132,0
4,295,52,1,5,11,True,2,0,23,5,12,11,0,1,0.0,12,2,11,132,4
6,295,52,1,18,6,False,0,0,60,6,13,12,0,1,0.0,12,2,11,132,0
4,295,52,1,18,11,True,1,0,23,5,44,38,0,1,0.0,12,2,11,132,1
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,2,11,132,3
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,2,11,132,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,2,11,132,4
7,0,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,12,2,11,132,1
4,295,52,1,18,11,True,1,0,23,5,7,5,0,1,0.0,10,1,7,67,3
7,147,25,1,5,9,False,0,0,75,6,8,6,0,1,0.0,10,1,7,67,4
4,295,52,1,5,9,False,0,0,23,5,12,10,0,1,0.0,10,1,7,67,4
2,230,45,1,5,1,True,1,0,0,0,6,5,0,1,0.0,10,1,7,67,0
2,148,26,1,5,9,False,0,0,0,0,11,11,0,1,0.0,10,1,7,67,4
6,228,45,2,5,5,False,0,0,48,6,18,15,0,0,0.0,10,1,7,67,3
6,10,14,1,5,9,False,0,0,48,6,36,28,0,1,0.0,10,1,7,67,3
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,1,7,67,3
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,1,7,67,4
2,295,52,1,5,6,False,0,0,0,0,1,1,1,1,0.0,10,1,7,67,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,1,7,67,3
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,1,7,67,1
4,295,52,1,18,6,False,0,0,23,5,1,1,1,1,0.0,10,1,7,67,1
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,1,7,67,4
4,136,0,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,1,7,67,0
4,295,52,1,5,1,True,1,0,23,5,1,1,1,1,0.0,10,1,7,67,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,1,7,67,1
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,1,7,67,1
4,295,52,2,5,9,False,0,0,23,5,1,1,1,0,0.0,10,1,7,67,1
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,1,7,67,1
7,161,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,10,1,7,67,0
4,33,4,2,5,11,True,1,0,23,5,1,1,1,0,0.0,10,1,7,67,0
6,172,45,3,5,5,False,0,0,48,6,1,1,1,0,0.0,10,1,7,67,2
7,212,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,10,1,7,67,0
4,295,52,1,5,9,False,0,0,23,5,2,2,0,1,0.0,10,1,7,67,3
7,0,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,10,1,7,67,3
7,295,52,1,18,6,False,0,0,75,6,2,2,0,1,0.0,10,1,7,67,3
4,295,52,1,5,9,False,0,0,23,5,3,3,0,1,0.0,10,1,7,67,1
4,257,45,2,7,9,False,0,0,23,5,3,3,0,0,0.0,10,1,7,67,1
7,295,52,1,18,6,False,0,0,75,6,3,3,0,1,0.0,10,1,7,67,0
7,295,52,1,18,6,False,0,0,75,6,3,3,0,1,0.0,10,1,7,67,3
7,295,52,1,5,9,False,0,0,75,6,4,2,0,1,0.0,10,1,7,67,1
4,295,52,1,5,9,False,0,0,9,5,3,3,0,1,0.0,10,1,7,67,4
4,295,52,2,5,9,False,0,0,23,5,4,4,0,0,0.0,10,1,7,67,0
4,295,52,1,5,9,False,0,0,23,5,4,3,0,1,0.0,10,1,7,67,3
6,230,45,1,5,6,False,0,0,48,6,6,6,0,1,0.0,10,1,7,67,4
6,257,45,1,5,6,False,0,0,48,6,6,6,0,1,0.0,10,1,7,67,3
6,172,45,1,5,5,False,0,0,48,6,3,3,0,1,0.0,10,1,7,67,3
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,10,1,7,67,3
4,148,26,1,5,1,True,1,0,23,5,1,1,1,1,0.0,10,1,7,67,0
4,33,4,1,5,11,True,1,0,23,5,1,1,1,1,0.0,10,1,7,67,3
2,295,52,1,5,1,True,1,0,0,0,1,1,1,1,0.0,10,1,7,67,4
4,295,52,1,5,6,False,0,0,23,5,1,1,1,1,0.0,12,4,26,147,3
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,12,4,26,147,4
4,295,52,1,5,5,False,0,0,23,5,1,1,1,1,0.0,12,4,26,147,1
2,295,52,1,8,9,False,0,0,0,0,1,1,1,1,0.0,12,4,26,147,3
4,295,52,2,5,6,False,0,0,23,5,1,1,1,0,0.0,12,4,26,147,0
4,295,52,1,18,11,True,2,0,23,5,1,1,1,1,0.0,12,4,26,147,1
2,295,52,12,5,6,False,0,0,0,0,1,1,1,0,0.0,12,4,26,147,3
2,295,52,1,5,1,True,1,0,0,0,1,1,1,1,0.0,12,4,26,147,0
4,295,52,1,18,11,True,1,0,23,5,1,1,1,1,0.0,12,4,26,147,3
4,295,52,2,18,11,True,1,0,23,5,1,1,1,0,0.0,12,4,26,147,0
2,33,4,2,5,5,False,0,0,0,0,1,1,1,0,0.0,12,4,26,147,0
4,295,52,1,5,9,False,0,0,23,5,2,2,0,1,0.0,12,4,26,147,3
2,0,0,1,3,1,True,1,0,0,0,2,2,0,1,0.0,12,4,26,147,0
2,295,52,1,3,1,True,1,0,0,0,2,2,0,1,0.0,12,4,26,147,1
4,295,52,1,5,9,False,0,0,23,5,3,3,0,1,0.0,12,4,26,147,1
6,257,45,4,5,6,False,0,0,50,6,3,3,0,0,0.0,12,4,26,147,0
4,295,52,1,5,9,False,0,0,23,5,4,4,0,1,0.0,12,4,26,147,0
4,295,52,1,5,1,True,1,0,23,5,4,4,0,1,0.0,12,4,26,147,4
4,295,52,1,5,9,False,0,0,23,5,5,3,0,1,0.0,12,4,26,147,4
4,295,52,1,18,6,False,0,0,23,5,5,3,0,1,0.0,12,4,26,147,4
5,231,45,1,18,11,True,1,3,23,3,22,9,0,1,0.0,12,4,26,147,1
7,295,52,1,8,9,False,0,0,75,6,1,1,1,1,0.0,12,4,26,147,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,4,26,147,4
7,295,52,2,16,0,True,1,0,75,6,1,1,1,0,0.0,12,4,26,147,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,4,26,147,4
7,295,52,1,16,0,True,1,0,75,6,1,1,1,1,0.0,12,4,26,147,4
7,295,52,1,8,9,False,0,0,75,6,2,2,0,1,0.0,12,4,26,147,4
4,295,52,1,5,9,False,0,0,23,5,7,7,0,1,0.0,9,1,4,34,1
6,295,52,1,5,6,False,0,0,48,6,17,13,0,1,0.0,9,1,4,34,1
6,295,52,2,5,6,False,0,0,48,6,24,15,0,0,0.0,9,1,4,34,4
5,182,32,1,5,9,False,0,3,23,3,53,36,0,1,0.0,9,1,4,34,4
7,265,0,1,5,1,True,1,0,75,6,10,8,0,1,0.0,9,1,4,34,3
7,295,52,2,9,9,False,0,0,75,6,18,17,0,0,0.0,9,1,4,34,1
7,295,52,1,8,9,False,0,0,75,6,3,3,0,1,0.0,9,1,4,34,4
2,295,52,1,18,11,True,1,0,0,0,1,1,1,1,0.0,9,1,4,34,0
2,119,0,1,8,9,False,0,0,0,0,1,1,1,1,0.0,9,1,4,34,4
2,295,52,1,5,1,True,1,0,0,0,1,1,1,1,0.0,9,1,4,34,4
4,295,52,1,18,11,True,2,0,23,5,1,1,1,1,0.0,9,1,4,34,0
4,295,52,1,5,1,True,1,0,23,5,1,1,1,1,0.0,9,1,4,34,3
7,295,52,1,18,10,True,1,0,75,6,1,1,1,1,0.0,9,1,4,34,0
7,181,0,1,16,1,True,1,0,75,6,1,1,1,1,0.0,9,1,4,34,4
7,295,52,1,7,9,False,0,0,75,6,1,1,1,1,0.0,9,1,4,34,1
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,1,4,34,3
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,1,4,34,4
4,210,0,1,20,5,False,0,0,23,5,2,2,0,1,0.0,9,1,4,34,4
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,9,1,4,34,1
4,295,52,1,5,6,False,0,0,23,5,5,5,0,1,0.0,9,1,4,34,2
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,9,1,4,34,0
4,147,25,1,5,1,True,2,0,23,5,1,1,1,1,0.0,9,1,4,34,1
6,295,52,1,5,6,False,0,0,26,6,1,1,1,1,0.0,9,1,4,34,0
7,109,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,1,4,34,1
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,9,1,4,34,4
4,295,52,2,5,1,True,1,0,23,5,3,3,0,0,0.0,9,1,4,34,3
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,2,2,10,193,4
4,295,52,1,9,9,False,0,0,23,5,1,1,1,1,0.0,2,2,10,193,4
4,197,0,1,5,1,True,1,0,23,5,1,1,1,1,0.0,2,2,10,193,3
1,5,0,1,5,9,False,0,4,3,2,1,1,1,1,0.0,2,2,10,193,4
3,10,14,1,18,11,True,1,0,16,4,1,1,1,1,0.0,2,2,10,193,4
6,295,52,1,5,6,False,0,0,5,6,1,1,1,1,0.0,2,2,10,193,1
2,271,0,1,5,1,True,2,0,0,0,1,1,1,1,0.0,2,2,10,193,4
5,231,45,1,18,11,True,1,1,23,3,1,1,1,1,0.0,2,2,10,193,4
5,295,52,1,5,9,False,0,1,23,3,1,1,1,1,0.0,2,2,10,193,0
5,231,45,2,18,11,True,1,1,23,3,1,1,1,0,0.0,2,2,10,193,4
4,164,0,1,5,1,True,1,0,23,5,1,1,1,1,0.0,2,2,10,193,4
4,295,52,1,16,0,True,1,0,23,5,1,1,1,1,0.0,2,2,10,193,1
4,295,52,1,8,9,False,0,0,23,5,1,1,1,1,0.0,2,2,10,193,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,2,2,10,193,4
6,295,52,16,5,6,False,0,0,48,6,1,1,1,0,0.0,2,2,10,193,4
4,295,52,1,5,1,True,1,0,23,5,1,1,1,1,0.0,2,2,10,193,2
6,16,3,7,5,6,False,0,0,48,6,1,1,1,0,0.0,2,2,10,193,3
6,172,45,2,5,3,False,0,0,48,6,1,1,1,0,0.0,2,2,10,193,4
2,295,52,1,18,11,True,1,0,0,0,1,1,1,1,0.0,2,2,10,193,0
4,295,52,3,18,11,True,1,0,23,5,1,1,1,0,0.0,2,2,10,193,1
6,295,52,1,5,5,False,0,0,67,6,2,2,0,1,0.0,2,2,10,193,1
4,0,0,1,5,9,False,0,0,23,5,2,2,0,1,0.0,2,2,10,193,0
6,25,0,2,5,6,False,0,0,5,6,2,2,0,0,0.0,2,2,10,193,1
5,231,45,3,18,11,True,1,1,23,3,2,2,0,0,0.0,2,2,10,193,4
6,172,45,1,5,3,False,0,0,48,6,2,2,0,1,0.0,2,2,10,193,4
4,295,52,1,5,9,False,0,0,23,5,3,3,0,1,0.0,2,2,10,193,4
6,283,0,1,5,9,False,0,0,5,6,3,3,0,1,0.0,2,2,10,193,1
2,295,52,1,5,9,False,0,0,0,0,3,3,0,1,0.0,2,2,10,193,3
4,295,52,1,18,11,True,1,0,23,5,3,3,0,1,0.0,2,2,10,193,4
2,295,52,1,5,1,True,1,0,0,0,3,3,0,1,0.0,2,2,10,193,4
6,10,14,1,5,5,False,0,0,47,6,3,3,0,1,0.0,2,2,10,193,4
4,295,52,1,9,9,False,0,0,23,5,4,4,0,1,0.0,2,2,10,193,1
4,0,0,2,18,6,False,0,0,23,5,4,4,0,0,0.0,2,2,10,193,1
6,169,0,2,18,6,False,0,0,5,6,4,4,0,0,0.0,2,2,10,193,3
2,0,0,1,5,6,False,0,0,0,0,5,4,0,1,0.0,2,2,10,193,4
5,295,52,1,5,9,False,0,1,23,3,5,5,0,1,0.0,2,2,10,193,1
4,295,52,2,18,10,True,1,0,23,5,8,7,0,0,0.0,2,2,10,193,4
4,295,52,1,18,10,True,1,0,23,5,72,37,0,1,0.0,2,2,10,193,4
7,295,52,1,18,11,True,1,0,75,6,1,1,1,1,0.0,2,2,10,193,4
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,2,2,10,193,0
0,172,45,2,5,5,False,0,0,1,1,2,2,0,0,0.0,4,2,14,256,3
4,182,32,1,5,9,False,0,0,23,5,7,4,0,1,0.0,4,2,14,256,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,4,2,14,256,3
7,295,52,1,8,9,False,0,0,75,6,1,1,1,1,0.0,4,2,14,256,3
7,295,52,1,9,9,False,0,0,75,6,1,1,1,1,0.0,4,2,14,256,1
7,295,52,1,5,5,False,0,0,75,6,1,1,1,1,0.0,4,2,14,256,0
4,147,25,1,8,9,False,0,0,23,5,1,1,1,1,0.0,4,2,14,256,4
4,295,52,1,5,9,False,0,0,23,5,3,3,0,1,0.0,4,2,14,256,3
4,295,52,1,5,1,True,1,0,23,5,2,2,0,1,0.0,4,2,14,256,4
2,295,52,1,5,9,False,0,0,0,0,3,3,0,1,0.0,4,2,14,256,4
4,295,52,1,18,6,False,0,0,23,5,4,4,0,1,0.0,4,2,14,256,4
6,129,46,1,5,6,False,0,0,48,6,10,10,0,1,0.0,4,2,14,256,3
2,295,52,1,5,1,True,1,0,0,0,1,1,1,1,0.0,4,2,14,256,3
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,4,2,14,256,0
4,295,52,1,18,6,False,0,0,23,5,1,1,1,1,0.0,4,2,14,256,3
7,295,52,1,8,6,False,0,0,70,6,1,1,1,1,0.0,4,2,14,256,0
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,4,2,14,256,3
4,148,26,1,18,11,True,1,0,23,5,1,1,1,1,0.0,3,2,13,224,0
4,295,52,1,5,1,True,1,0,23,5,1,1,1,1,0.0,3,2,13,224,0
4,295,52,1,5,3,False,0,0,23,5,1,1,1,1,0.0,3,2,13,224,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,2,13,224,3
6,228,45,2,5,5,False,0,0,67,6,1,1,1,0,0.0,3,2,13,224,3
2,295,52,1,18,11,True,2,0,0,0,1,1,1,1,0.0,3,2,13,224,1
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,2,13,224,0
4,295,52,2,5,9,False,0,0,23,5,1,1,1,0,0.0,3,2,13,224,3
1,295,52,1,5,9,False,0,4,3,2,1,1,1,1,0.0,3,2,13,224,1
1,295,52,1,5,9,False,0,4,3,2,1,1,1,1,0.0,3,2,13,224,1
2,0,0,1,5,1,True,1,0,0,0,1,1,1,1,0.0,3,2,13,224,1
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,2,13,224,2
6,0,0,12,18,11,True,1,0,47,6,1,1,1,0,0.0,3,2,13,224,3
6,0,0,11,18,11,True,1,0,47,6,1,1,1,0,0.0,3,2,13,224,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,3,2,13,224,4
2,131,0,1,5,1,True,1,0,0,0,1,1,1,1,0.0,3,2,13,224,4
2,295,52,4,5,6,False,0,0,0,0,1,1,1,0,0.0,3,2,13,224,0
2,295,52,2,5,6,False,0,0,0,0,1,1,1,0,0.0,3,2,13,224,1
6,230,45,1,18,11,True,1,0,66,6,2,2,0,1,0.0,3,2,13,224,0
4,295,52,1,18,6,False,0,0,23,5,2,2,0,1,0.0,3,2,13,224,2
2,295,52,1,5,6,False,0,0,0,0,2,2,0,1,0.0,3,2,13,224,1
6,148,26,1,5,6,False,0,0,48,6,3,3,0,1,0.0,3,2,13,224,2
6,148,26,1,5,6,False,0,0,66,6,4,4,0,1,0.0,3,2,13,224,3
4,0,0,1,5,9,False,0,0,23,5,4,4,0,1,0.0,3,2,13,224,1
4,295,52,1,5,1,True,1,0,23,5,4,4,0,1,0.0,3,2,13,224,3
6,172,45,6,5,6,False,0,0,48,6,4,4,0,0,0.0,3,2,13,224,0
2,0,0,10,18,11,True,1,0,0,0,4,4,0,0,0.0,3,2,13,224,4
2,0,0,9,18,11,True,1,0,0,0,4,4,0,0,0.0,3,2,13,224,1
4,249,0,1,19,11,True,2,0,74,5,5,5,0,1,0.0,3,2,13,224,1
2,0,0,1,5,6,False,0,0,0,0,6,6,0,1,0.0,3,2,13,224,1
4,295,52,3,5,9,False,0,0,23,5,6,6,0,0,0.0,3,2,13,224,3
4,295,52,1,5,6,False,0,0,23,5,6,5,0,1,0.0,3,2,13,224,4
4,0,0,1,5,6,False,0,0,23,5,10,10,0,1,0.0,3,2,13,224,4
4,0,0,1,5,1,True,1,0,23,5,10,10,0,1,0.0,3,2,13,224,3
2,295,52,3,5,6,False,0,0,0,0,13,8,0,0,0.0,3,2,13,224,0
4,47,0,1,5,1,True,1,0,23,5,49,46,0,1,0.0,3,2,13,224,0
7,67,11,1,15,9,False,0,0,75,6,2,2,0,1,0.0,3,2,13,224,4
4,295,52,1,9,9,False,0,0,23,5,3,2,0,1,0.0,12,1,5,126,1
4,172,45,1,5,5,False,0,0,23,5,4,4,0,1,0.0,12,1,5,126,3
4,295,52,1,8,9,False,0,0,23,5,4,4,0,1,0.0,12,1,5,126,4
2,230,45,1,18,11,True,1,0,0,0,4,3,0,1,0.0,12,1,5,126,0
4,295,52,6,18,11,True,1,0,23,5,5,4,0,0,0.0,12,1,5,126,0
2,172,45,1,5,6,False,0,0,0,0,7,6,0,1,0.0,12,1,5,126,3
6,230,45,1,5,6,False,0,0,48,6,8,8,0,1,0.0,12,1,5,126,3
4,295,52,1,18,11,True,1,0,23,5,11,9,0,1,0.0,12,1,5,126,0
6,245,46,2,5,5,False,0,0,48,6,14,12,0,0,64.78,12,1,5,126,3
5,204,39,1,18,11,True,1,3,23,3,14,10,0,1,0.0,12,1,5,126,0
2,172,45,3,5,6,False,0,0,0,0,19,17,0,0,0.0,12,1,5,126,3
2,172,45,1,5,6,False,0,0,0,0,56,38,0,1,0.0,12,1,5,126,4
6,257,45,1,5,5,False,0,0,48,6,59,46,0,1,32.94,12,1,5,126,0
7,294,0,1,5,5,False,0,0,61,6,3,3,0,1,0.0,12,1,5,126,4
7,295,52,1,5,1,True,1,0,75,6,31,19,0,1,0.0,12,1,5,126,4
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,12,1,5,126,0
2,172,45,2,5,6,False,0,0,0,0,1,1,1,0,0.0,12,1,5,126,3
2,76,0,2,5,1,True,2,0,0,0,1,1,1,0,0.0,12,1,5,126,4
6,169,0,7,5,9,False,0,0,5,6,1,1,1,0,0.0,12,1,5,126,1
4,295,52,2,5,9,False,0,0,23,5,1,1,1,0,0.0,12,1,5,126,0
4,295,52,1,5,9,False,0,0,23,5,1,1,1,1,0.0,12,1,5,126,3
7,0,0,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,1,5,126,1
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,1,5,126,3
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,12,1,5,126,4
7,295,52,1,5,9,False,0,0,75,6,1,1,1,1,0.0,12,1,5,126,3
7,41,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,12,1,5,126,0
7,109,0,1,18,6,False,0,0,75,6,1,1,1,1,0.0,12,1,5,126,1
7,295,52,1,18,6,False,0,0,75,6,1,1,1,1,0.0,12,1,5,126,4
4,83,0,1,5,9,False,0,0,7,5,2,2,0,1,0.0,12,1,5,126,4
6,295,52,1,5,3,False,0,0,48,6,2,2,0,1,0.0,12,1,5,126,3
2,16,3,2,5,6,False,0,0,0,0,2,2,0,0,0.0,12,1,5,126,4
2,76,0,1,5,1,True,2,0,0,0,2,2,0,1,0.0,12,1,5,126,1
7,109,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,12,1,5,126,4
7,295,52,1,5,9,False,0,0,75,6,2,2,0,1,0.0,12,1,5,126,0
7,241,0,1,5,9,False,0,0,75,6,2,2,0,1,0.0,12,1,5,126,3
7,109,0,1,18,6,False,0,0,75,6,2,2,0,1,0.0,12,1,5,126,1
7,116,0,1,18,6,False,0,0,75,6,3,3,0,1,0.0,12,1,5,126,4
7,75,0,1,5,9,False,0,0,75,6,4,4,0,1,0.0,12,1,5,126,0
7,295,52,6,5,6,False,0,0,34,6,4,4,0,0,0.0,12,1,5,126,3
6,182,32,7,5,6,False,0,0,67,6,6,6,0,0,0.0,12,1,5,126,3
